entity_id,entity_flags,network_id,network_entities,network_flags,flagged,flags/entity,flagged/unflagged
SkyReach Manufcturing,0,56,17,1,1,0.06,0.06
SkyReach Solutions,0,56,17,1,1,0.06,0.06
SkyReach Development,0,56,17,1,1,0.06,0.06
SkyReach Logistics,0,56,17,1,1,0.06,0.06
SkyReach Research,0,56,17,1,1,0.06,0.06
SkyTech Innovations,1,56,17,1,1,0.06,0.06
SkyBound Transport,0,56,17,1,1,0.06,0.06
SkyWay Freight,0,56,17,1,1,0.06,0.06
SkyReach Manufacturing,0,56,17,1,1,0.06,0.06
SkyReach Systems,0,56,17,1,1,0.06,0.06
Taste Buds Co,0,168,17,18,1,1.06,0.06
SkyReach Innovations,0,56,17,1,1,0.06,0.06
InnovLand Ventures,0,147,18,2,1,0.11,0.06
TechnoGears International,0,147,18,2,1,0.11,0.06
Flavorful Creations,0,168,17,18,1,1.06,0.06
Savory Sensations,0,168,17,18,1,1.06,0.06
Culinary Creations Inc,0,168,17,18,1,1.06,0.06
Culinary Masters,0,168,17,18,1,1.06,0.06
Savory Treats,0,168,17,18,1,1.06,0.06
Gourmet Innovations,0,168,17,18,1,1.06,0.06
Culinary Wonders,0,168,17,18,1,1.06,0.06
Culinary Corner,0,168,17,18,1,1.06,0.06
Innovative Gears Co,0,147,18,2,1,0.11,0.06
Flavorful Enterprises,0,168,17,18,1,1.06,0.06
FarmTech Solutons,0,82,17,7,1,0.41,0.06
FarmTech Innovations,0,82,17,7,1,0.41,0.06
Blue Meadows Inc,0,82,17,7,1,0.41,0.06
FarmTech Innovators,0,82,17,7,1,0.41,0.06
FarmTech Solutions,0,82,17,7,1,0.41,0.06
FreshFarm Organics,0,82,17,7,1,0.41,0.06
Agriculture Pioneers,7,82,17,7,1,0.41,0.06
Farmers United Ltd,0,82,17,7,1,0.41,0.06
Agri Pioneers,0,82,17,7,1,0.41,0.06
TechnoGears Associates,0,147,18,2,1,0.11,0.06
TechnoGears Partners,0,147,18,2,1,0.11,0.06
Gastronomic Ventures,0,168,17,18,1,1.06,0.06
TechnoGears Innovations,0,147,18,2,1,0.11,0.06
TechnoGears Solutions,0,147,18,2,1,0.11,0.06
TechnoGears Ltd,0,147,18,2,1,0.11,0.06
TechnoGears,0,147,18,2,1,0.11,0.06
TechnoGears Partnerz,0,147,18,2,1,0.11,0.06
TechFuture,0,147,18,2,1,0.11,0.06
TechnoGears Inc,2,147,18,2,1,0.11,0.06
FarmTech,0,82,17,7,1,0.41,0.06
SkyReach Engineering,0,56,17,1,1,0.06,0.06
SkyReach Logistix,0,56,17,1,1,0.06,0.06
TechnoGears Incorporated,0,147,18,2,1,0.11,0.06
Healthy Living Center,0,8,22,3,1,0.14,0.05
Health Innovators Inc,0,8,22,3,1,0.14,0.05
Health Innovations,0,8,22,3,1,0.14,0.05
HealthCare Innovations,0,8,22,3,1,0.14,0.05
Healthy Living Foods,0,8,22,3,1,0.14,0.05
Health Innovators,0,8,22,3,1,0.14,0.05
Health Innovate,0,8,22,3,1,0.14,0.05
Healthy Living Co,0,8,22,3,1,0.14,0.05
Healthy Living,3,8,22,3,1,0.14,0.05
WellnessCare Group,0,115,23,8,1,0.35,0.05
TechnoFarms,0,8,22,3,1,0.14,0.05
Wellness Kare Group,0,115,23,8,1,0.35,0.05
WellnessCare,0,115,23,8,1,0.35,0.05
WellnessCare Clinic,0,115,23,8,1,0.35,0.05
Wellness Clinic,8,115,23,8,1,0.35,0.05
CareFirst,0,115,23,8,1,0.35,0.05
MediTech Innovations,0,115,23,8,1,0.35,0.05
Wellness Health Center,0,115,23,8,1,0.35,0.05
HealthInnovators,0,8,22,3,1,0.14,0.05
Care Solutions Ltd,0,8,22,3,1,0.14,0.05
BuildVision Ltd,0,8,22,3,1,0.14,0.05
Healthy Living Clinic,0,8,22,3,1,0.14,0.05
Wellness World,0,8,22,3,1,0.14,0.05
Eco Food Corp,0,8,22,3,1,0.14,0.05
Wellness Care Group,0,115,23,8,1,0.35,0.05
Health Haven,0,8,22,3,1,0.14,0.05
Dynamic Solutions,0,121,20,47,1,2.35,0.05
TechPioneers Ltd,0,121,20,47,1,2.35,0.05
PioneerTech,0,121,20,47,1,2.35,0.05
Tech Pioneers,47,121,20,47,1,2.35,0.05
UrbanTech Innov8tions,0,154,22,17,1,0.77,0.05
UrbanTech Holdings,0,154,22,17,1,0.77,0.05
UrbanTech Enterprises,0,154,22,17,1,0.77,0.05
UrbanTech Development,0,154,22,17,1,0.77,0.05
InnovativeBuild,0,121,20,47,1,2.35,0.05
Gusty Enterprises,0,199,22,5,1,0.23,0.05
UrbanTech Labs,0,154,22,17,1,0.77,0.05
TechBuild Partners,0,121,20,47,1,2.35,0.05
TechPioners,0,121,20,47,1,2.35,0.05
Tech Pioneers Ltd,0,121,20,47,1,2.35,0.05
TechConstruct Ltd,0,121,20,47,1,2.35,0.05
EcoFinance Group,0,199,22,5,1,0.23,0.05
Healthtown Clinic,0,199,22,5,1,0.23,0.05
EcoTech Enterprises,0,199,22,5,1,0.23,0.05
Green Transport Solutions,0,199,22,5,1,0.23,0.05
Futuristic Solutions,0,121,20,47,1,2.35,0.05
Eco Energy Partners,0,199,22,5,1,0.23,0.05
Future Solutions,0,121,20,47,1,2.35,0.05
TechVille Innovations,0,154,22,17,1,0.77,0.05
Urban Holdings,0,154,22,17,1,0.77,0.05
SecureTech Cyber,0,121,20,47,1,2.35,0.05
EcoFinanc Group,0,199,22,5,1,0.23,0.05
UrbanTech Research,0,154,22,17,1,0.77,0.05
InnoTech Gear,0,121,20,47,1,2.35,0.05
Tech Pioners,0,121,20,47,1,2.35,0.05
UrbanTech Solutions,0,154,22,17,1,0.77,0.05
Tech Urban Ventures,0,154,22,17,1,0.77,0.05
Foodie Delights,0,13,24,248,1,10.33,0.04
Food Delight,0,13,24,248,1,10.33,0.04
FoodieDelight,0,13,24,248,1,10.33,0.04
Culinary Crafts,0,13,24,248,1,10.33,0.04
Gourmet Goods,0,13,24,248,1,10.33,0.04
Gourmet Bites,0,13,24,248,1,10.33,0.04
Foodie Delight,0,13,24,248,1,10.33,0.04
Gastronomy Hub,0,13,24,248,1,10.33,0.04
CulinaryCrafts,0,13,24,248,1,10.33,0.04
FlavorBurst Treats,0,13,24,248,1,10.33,0.04
Food Delights,0,13,24,248,1,10.33,0.04
GourmetBite Creations,0,13,24,248,1,10.33,0.04
Food Delightz,0,13,24,248,1,10.33,0.04
Gourmet Creations,0,13,24,248,1,10.33,0.04
GourmetBites,0,13,24,248,1,10.33,0.04
Gastronomy Hub Ltd,0,13,24,248,1,10.33,0.04
Foodies,0,13,24,248,1,10.33,0.04
Food Future,0,13,24,248,1,10.33,0.04
FoodDelight,0,13,24,248,1,10.33,0.04
Build Quick Solutions,0,274,4,0,0,0.0,0.0
Rapid Construction Co,0,274,4,0,0,0.0,0.0
Rapid Build Group,0,274,4,0,0,0.0,0.0
Quick Build Solutions,0,274,4,0,0,0.0,0.0
ConstructiveBld,0,273,7,0,0,0.0,0.0
ConstructiveDesigns,0,273,7,0,0,0.0,0.0
BuildLand Innovations,0,273,7,0,0,0.0,0.0
ConstructiveBuild,0,273,7,0,0,0.0,0.0
CloudReach Airlines,0,59,18,0,0,0.0,0.0
FlightLink Services,0,59,18,0,0,0.0,0.0
SkyHigh Ventures,0,59,18,0,0,0.0,0.0
CloudReach Investments,0,59,18,0,0,0.0,0.0
Flight Innovations,0,59,18,0,0,0.0,0.0
WindFlow Solutions,0,58,9,0,0,0.0,0.0
Realty Dreams,0,59,18,0,0,0.0,0.0
WindPower Solutions,0,58,9,0,0,0.0,0.0
LunarTech Systems,0,57,5,0,0,0.0,0.0
WindyCity Energy,0,57,5,0,0,0.0,0.0
Windy Energy Solutions,0,57,5,0,0,0.0,0.0
GaleForce Solutions,0,58,9,0,0,0.0,0.0
BreezeFlow Systemz,0,58,9,0,0,0.0,0.0
WindPower Solutons,0,58,9,0,0,0.0,0.0
Tempest Dynamics,0,58,9,0,0,0.0,0.0
BreezeFlow Systems,0,58,9,0,0,0.0,0.0
Wind Power Solutions,0,58,9,0,0,0.0,0.0
RedStone Construction,0,208,5,0,0,0.0,0.0
Wind Wonders,0,57,5,0,0,0.0,0.0
Innovative Media Inc,0,53,8,0,0,0.0,0.0
Innovative Creations,0,53,8,0,0,0.0,0.0
Innovative Media Group,0,53,8,0,0,0.0,0.0
Innovative Media,0,53,8,0,0,0.0,0.0
Leafland Woodworks,0,49,6,0,0,0.0,0.0
RiverFlow Waterworks,0,49,6,0,0,0.0,0.0
UrbanGrowers,0,49,6,0,0,0.0,0.0
StarryNight Innovations,0,49,6,0,0,0.0,0.0
RiverFlow Hydraulics,0,49,6,0,0,0.0,0.0
UrbanGrow,0,49,6,0,0,0.0,0.0
CleanEnergy Co,0,222,4,0,0,0.0,0.0
Renewable Power Co,0,229,4,0,0,0.0,0.0
Renewable Energy Group,0,229,4,0,0,0.0,0.0
Renewable Power Group,0,229,4,0,0,0.0,0.0
EcoLyfe Productz,0,230,5,0,0,0.0,0.0
GreenLeaf Tech,0,230,5,0,0,0.0,0.0
Dreamland Productions,0,53,8,0,0,0.0,0.0
Dreamland Studios,0,53,8,0,0,0.0,0.0
EcoInvest Group,0,202,6,0,0,0.0,0.0
Visionary Productions,0,53,8,0,0,0.0,0.0
EcoCapital Ventures,0,202,6,0,0,0.0,0.0
InnovatePioneers,0,202,6,0,0,0.0,0.0
HighSky Enterprises,0,59,18,0,0,0.0,0.0
BrownField Agriculture,0,208,5,0,0,0.0,0.0
BlueWave Marine,0,208,5,0,0,0.0,0.0
TitaniumTech Innovations,0,208,5,0,0,0.0,0.0
RedBrick Construction,0,208,5,0,0,0.0,0.0
Eco Futur,0,213,5,0,0,0.0,0.0
SustainTech Corp,0,213,5,0,0,0.0,0.0
Sustain Tech,0,213,5,0,0,0.0,0.0
Photon Energy,0,217,2,0,0,0.0,0.0
Care Clinic,0,217,2,0,0,0.0,0.0
EcoGrow,0,218,3,0,0,0.0,0.0
EcoGrowers,0,218,3,0,0,0.0,0.0
CleanEnergi Co,0,222,4,0,0,0.0,0.0
HighSky Logistics,0,59,18,0,0,0.0,0.0
BreezyTech Solutions,0,60,26,0,0,0.0,0.0
FlightInnovations,0,59,18,0,0,0.0,0.0
Casey Construction Co,0,62,14,0,0,0.0,0.0
City Innovators,0,191,3,0,0,0.0,0.0
UrbanInnovate Group,0,191,3,0,0,0.0,0.0
Seaside Explorers,0,191,3,0,0,0.0,0.0
InnovativeStructures,0,64,8,0,0,0.0,0.0
FutureConstructions,0,64,8,0,0,0.0,0.0
ConstructiveFutre,0,64,8,0,0,0.0,0.0
FutureBuilds,0,64,8,0,0,0.0,0.0
ConstructiveFuture,0,64,8,0,0,0.0,0.0
FutureDesigns,0,64,8,0,0,0.0,0.0
Innovative Structures,0,63,13,0,0,0.0,0.0
Casey Builders Inc,0,63,13,0,0,0.0,0.0
Casey Construction Partners,0,63,13,0,0,0.0,0.0
Casey Construct Services,0,63,13,0,0,0.0,0.0
Casey Constrction Group,0,63,13,0,0,0.0,0.0
Casey Construction Group,0,63,13,0,0,0.0,0.0
Casey Builders Ltd,0,63,13,0,0,0.0,0.0
Haven Construction,0,63,13,0,0,0.0,0.0
Innovative Auto Parts,0,190,10,0,0,0.0,0.0
AutoTech Innovations,0,190,10,0,0,0.0,0.0
AutoTech,0,190,10,0,0,0.0,0.0
Wave Riders Co,0,367,14,0,0,0.0,0.0
TidalWave Energy,0,366,5,0,0,0.0,0.0
Aqua Marine,0,366,5,0,0,0.0,0.0
Maritime Ventures Co,0,367,14,0,0,0.0,0.0
Marine Explorers,0,367,14,0,0,0.0,0.0
Marine Innovations,0,367,14,0,0,0.0,0.0
Wave Solutions,0,367,14,0,0,0.0,0.0
Wavefront Enterprises,0,367,14,0,0,0.0,0.0
Wavefront Holdings,0,367,14,0,0,0.0,0.0
Motor Solutions,0,190,10,0,0,0.0,0.0
Oceanic Holdings Inc,0,367,14,0,0,0.0,0.0
Wave Riders Inc,0,367,14,0,0,0.0,0.0
Coastal Innovations Ltd,0,367,14,0,0,0.0,0.0
Seaside Explorations Inc,0,367,14,0,0,0.0,0.0
Media Innovations,0,368,6,0,0,0.0,0.0
Maritime Ventures,0,368,6,0,0,0.0,0.0
Maritime Solutions,0,368,6,0,0,0.0,0.0
Constructive Creations,0,62,14,0,0,0.0,0.0
Casey Constrctn Co,0,62,14,0,0,0.0,0.0
CloudReach Aviation,0,59,18,0,0,0.0,0.0
Constructive Cre8tions,0,62,14,0,0,0.0,0.0
Windy Heights,0,60,26,0,0,0.0,0.0
FreshBreeze Aire,0,60,26,0,0,0.0,0.0
EcoLyfe Products,0,230,5,0,0,0.0,0.0
BreezeTech Innovations,0,60,26,0,0,0.0,0.0
Skyward Innovations,0,60,26,0,0,0.0,0.0
EcoPower Ltd,0,60,26,0,0,0.0,0.0
FreshBreeze Air,0,60,26,0,0,0.0,0.0
Zephyr Power,0,60,26,0,0,0.0,0.0
Flyland Air Services,0,60,26,0,0,0.0,0.0
SkyHigh Innovations,0,59,18,0,0,0.0,0.0
FlightSafe Security,0,59,18,0,0,0.0,0.0
CloudReach Ventures,0,59,18,0,0,0.0,0.0
SkyHigh Venturez,0,59,18,0,0,0.0,0.0
Visionary Estates,0,59,18,0,0,0.0,0.0
CloudReach Tech,0,59,18,0,0,0.0,0.0
Explorer Equipment Ltd,0,59,18,0,0,0.0,0.0
CloudReach Technologies,0,59,18,0,0,0.0,0.0
WindStream Solutions,0,60,26,0,0,0.0,0.0
Aero Dynamics Inc,0,60,26,0,0,0.0,0.0
WindForce Inc,0,60,26,0,0,0.0,0.0
Zephyr Energy Inc,0,61,9,0,0,0.0,0.0
Casey Construction Services,0,62,14,0,0,0.0,0.0
Builders Heaven,0,62,14,0,0,0.0,0.0
Casey Builders,0,62,14,0,0,0.0,0.0
Builders Haven,0,62,14,0,0,0.0,0.0
Gale Power Systems,0,61,9,0,0,0.0,0.0
Breeze Energy Solutions,0,61,9,0,0,0.0,0.0
BreezeTech Solutions,0,61,9,0,0,0.0,0.0
Zephyr Energy Co,0,61,9,0,0,0.0,0.0
Breeze Airways,0,60,26,0,0,0.0,0.0
Breeze Energi Solutions,0,61,9,0,0,0.0,0.0
Windstream Innovations,0,61,9,0,0,0.0,0.0
WindyCity Power,0,60,26,0,0,0.0,0.0
FreshWave Air,0,60,26,0,0,0.0,0.0
Windy Heights Ltd,0,60,26,0,0,0.0,0.0
Windy Heights Limited,0,60,26,0,0,0.0,0.0
Aero Dynmics Inc,0,60,26,0,0,0.0,0.0
Sustain Homes,0,230,5,0,0,0.0,0.0
EcoLife Manufacturing,0,231,13,0,0,0.0,0.0
GreenPath Advisors,0,231,13,0,0,0.0,0.0
Jetstream Solutions,0,416,2,0,0,0.0,0.0
ProConstruct Limited,0,412,3,0,0,0.0,0.0
ProConstruct Ltd,0,412,3,0,0,0.0,0.0
Urban Enterprises,0,413,2,0,0,0.0,0.0
Urban Ventures,0,413,2,0,0,0.0,0.0
Carland Auto,0,414,2,0,0,0.0,0.0
Carland Auto Services,0,414,2,0,0,0.0,0.0
Life Wellness Group,0,415,2,0,0,0.0,0.0
Life Wellness Solutions,0,415,2,0,0,0.0,0.0
Aero Ventures,0,416,2,0,0,0.0,0.0
UrbanFarmers Colective,0,411,3,0,0,0.0,0.0
Marine Solutions,0,417,2,0,0,0.0,0.0
Green Sea Innovations,0,417,2,0,0,0.0,0.0
Retail Enterprises,0,418,2,0,0,0.0,0.0
GreenHomes,0,418,2,0,0,0.0,0.0
HomeHaven,0,419,2,0,0,0.0,0.0
HomeInnovate,0,419,2,0,0,0.0,0.0
Skyline Aeronautics,0,420,2,0,0,0.0,0.0
SkyNet Transport,0,420,2,0,0,0.0,0.0
ProBuild Co,0,412,3,0,0,0.0,0.0
Farmers Collective,0,411,3,0,0,0.0,0.0
EcoLife Consulting,0,231,13,0,0,0.0,0.0
Property Insights,0,407,3,0,0,0.0,0.0
Seas the Dae,0,405,4,0,0,0.0,0.0
Seaside Enterprises,0,405,4,0,0,0.0,0.0
Wind Power Co,0,406,4,0,0,0.0,0.0
Wind Power Inc,0,406,4,0,0,0.0,0.0
WindPower Inc,0,406,4,0,0,0.0,0.0
WindPower Corp,0,406,4,0,0,0.0,0.0
Real Estate Visions,0,407,3,0,0,0.0,0.0
Real Estate Vision,0,407,3,0,0,0.0,0.0
EcoWealth Holdings,0,35,7,0,0,0.0,0.0
UrbanFarmers Collective,0,411,3,0,0,0.0,0.0
GreenWealth Advisors,0,35,7,0,0,0.0,0.0
EcoFinance Solutions,0,35,7,0,0,0.0,0.0
EcoWealth Capital,0,35,7,0,0,0.0,0.0
Techno Dynamics,0,1,4,0,0,0.0,0.0
Tech Dynamics Group,0,1,4,0,0,0.0,0.0
Motorway Mechaniqs,0,410,3,0,0,0.0,0.0
Speedy Mechanics,0,410,3,0,0,0.0,0.0
Motorway Mechanics,0,410,3,0,0,0.0,0.0
GeoThermal Solutions,0,421,2,0,0,0.0,0.0
GeoTherm Solutions,0,421,2,0,0,0.0,0.0
GreenSpace Interiors,0,422,2,0,0,0.0,0.0
Savory Snacks,0,437,2,0,0,0.0,0.0
CleanTech Enterprises,0,433,2,0,0,0.0,0.0
Care & Health,0,434,2,0,0,0.0,0.0
Health & Care,0,434,2,0,0,0.0,0.0
Casey Group Holdings,0,435,2,0,0,0.0,0.0
Casey Engineering,0,435,2,0,0,0.0,0.0
HomeNest,0,436,2,0,0,0.0,0.0
Retail Pioneers,0,436,2,0,0,0.0,0.0
Savory Snacks Inc,0,437,2,0,0,0.0,0.0
Tech Dynamics,0,1,4,0,0,0.0,0.0
GreenLife Estates,0,422,2,0,0,0.0,0.0
TechnoDynamics,0,1,4,0,0,0.0,0.0
Vitality Health Services,0,439,2,0,0,0.0,0.0
Vitality Health Group,0,439,2,0,0,0.0,0.0
TechFlow Dynamics,0,440,2,0,0,0.0,0.0
TechFlow Dynmics,0,440,2,0,0,0.0,0.0
Sustainability Pioners,0,441,2,0,0,0.0,0.0
Sustainability Pioneers,0,441,2,0,0,0.0,0.0
Health Harmony,0,442,2,0,0,0.0,0.0
CleanTech,0,433,2,0,0,0.0,0.0
Health Services Co,0,432,2,0,0,0.0,0.0
Healing Hands Co,0,432,2,0,0,0.0,0.0
StarGaze Entertainment,0,431,2,0,0,0.0,0.0
LivingSpaces,0,423,2,0,0,0.0,0.0
LivingSpacess,0,423,2,0,0,0.0,0.0
FlightPath Airways,1,424,2,41,2,20.5,0.0
FlightPath Aviation,40,424,2,41,2,20.5,0.0
GeoPower Ltd,0,425,2,0,0,0.0,0.0
GeoPower Corp,0,425,2,0,0,0.0,0.0
FlowCity Dynamics,0,426,2,0,0,0.0,0.0
FlowCity Dynamicz,0,426,2,0,0,0.0,0.0
TransportGuard,0,427,2,0,0,0.0,0.0
TransportLink,0,427,2,0,0,0.0,0.0
Urban Harvest,0,428,2,0,0,0.0,0.0
Urban Harvesters,0,428,2,0,0,0.0,0.0
Global Transport Inc,0,429,2,0,0,0.0,0.0
Global Logistics Corp,0,429,2,0,0,0.0,0.0
Green Defenders,0,430,2,0,0,0.0,0.0
Green Defenders Inc,0,430,2,0,0,0.0,0.0
StarGaze Optics,0,431,2,0,0,0.0,0.0
Seas the Day,0,405,4,0,0,0.0,0.0
Bay Marine Services,0,405,4,0,0,0.0,0.0
FinanceEco Solutions,0,35,7,0,0,0.0,0.0
TechGrow,0,395,7,0,0,0.0,0.0
Creative Minds Inc,0,237,2,0,0,0.0,0.0
Fashion Creators,0,241,2,0,0,0.0,0.0
Fashion Creatorz,0,241,2,0,0,0.0,0.0
Construct Fast,0,246,3,0,0,0.0,0.0
Construct It Fast,0,246,3,0,0,0.0,0.0
Tech Harvesters,0,394,5,0,0,0.0,0.0
Greenland Tech Hub,0,394,5,0,0,0.0,0.0
TechHarvest,0,394,5,0,0,0.0,0.0
TechGrow Solutions,0,395,7,0,0,0.0,0.0
GourmetGoodies,0,16,15,0,0,0.0,0.0
Techno Wheels,0,395,7,0,0,0.0,0.0
TechGrow Enterprises,0,395,7,0,0,0.0,0.0
TechnoFarm Ltd,0,395,7,0,0,0.0,0.0
TechGrow Systems,0,395,7,0,0,0.0,0.0
Construct It Fast Ltd,0,246,3,0,0,0.0,0.0
Chic Boutique,0,248,10,0,0,0.0,0.0
Style Emporium,0,248,10,0,0,0.0,0.0
Trendsetters Hub,0,248,10,0,0,0.0,0.0
Creative Mindz Inc,0,237,2,0,0,0.0,0.0
Artistry Hub,0,234,2,0,0,0.0,0.0
ArtistryHub,0,234,2,0,0,0.0,0.0
EcoLife Retail,0,233,14,0,0,0.0,0.0
EcoLife Consultng,0,231,13,0,0,0.0,0.0
EcoLife Associates,0,231,13,0,0,0.0,0.0
EcoLife Network,0,231,13,0,0,0.0,0.0
EcoLife Innovations,0,231,13,0,0,0.0,0.0
EcoLife Enterprises,0,231,13,0,0,0.0,0.0
AquaMarine Industries,0,366,5,0,0,0.0,0.0
EcoLife Holdings,0,233,14,0,0,0.0,0.0
EcoLife Solutions,0,233,14,0,0,0.0,0.0
EcoLife Services,0,233,14,0,0,0.0,0.0
Quantum Solutons,0,390,10,0,0,0.0,0.0
Future Tech Labs,0,390,10,0,0,0.0,0.0
FutureTech Labz,0,390,10,0,0,0.0,0.0
FutureTech Holdings,0,390,10,0,0,0.0,0.0
Future Tech Corp,0,390,10,0,0,0.0,0.0
EcoCity Cleaners,0,233,14,0,0,0.0,0.0
GreenLight Electronics,0,233,14,0,0,0.0,0.0
EcoLyfe Services,0,233,14,0,0,0.0,0.0
FlavorBurst Foods,0,16,15,0,0,0.0,0.0
FlavorBurst Snax,0,16,15,0,0,0.0,0.0
FinGuard,0,35,7,0,0,0.0,0.0
ForestEdge Lumber Co,0,402,6,0,0,0.0,0.0
Style Innovators Ltd,0,249,14,0,0,0.0,0.0
Trendsetters Inc,0,249,14,0,0,0.0,0.0
Fashionista Trends,0,249,14,0,0,0.0,0.0
Trendsetters Company,0,249,14,0,0,0.0,0.0
Fashionistas,0,250,3,0,0,0.0,0.0
Fashionistas Choice,0,250,3,0,0,0.0,0.0
Bark & Leaf Industries,0,402,6,0,0,0.0,0.0
ForestEdge Lumber Company,0,402,6,0,0,0.0,0.0
Rays Solar Tech,0,402,6,0,0,0.0,0.0
Flavorful Bites,0,16,15,0,0,0.0,0.0
ForestEdge Lumber,0,402,6,0,0,0.0,0.0
Bark & Branch Co,0,402,6,0,0,0.0,0.0
Sunshine Power,0,403,4,0,0,0.0,0.0
Woodland Timber Supplies,0,403,4,0,0,0.0,0.0
DesertSun Solar,0,403,4,0,0,0.0,0.0
DesertSun Solr,0,403,4,0,0,0.0,0.0
FlavorBurst Snacks,0,16,15,0,0,0.0,0.0
CrispCraze Foods,0,16,15,0,0,0.0,0.0
SapphireSummit Holdings,0,37,4,0,0,0.0,0.0
SilverLine Transport,0,37,4,0,0,0.0,0.0
CyberNet Solutions,0,37,4,0,0,0.0,0.0
Build Strong,0,399,3,0,0,0.0,0.0
Learning Horizon School,0,41,4,0,0,0.0,0.0
EduNation Scholars,0,41,4,0,0,0.0,0.0
Hawks Nest School,0,41,4,0,0,0.0,0.0
SnackWave Delights,0,16,15,0,0,0.0,0.0
TasteWave Treats,0,16,15,0,0,0.0,0.0
TasteBuds Co,0,16,15,0,0,0.0,0.0
CrispCraze Foodz,0,16,15,0,0,0.0,0.0
TrendyThreads,0,248,10,0,0,0.0,0.0
VogueVenture,0,248,10,0,0,0.0,0.0
Trendsetters,0,248,10,0,0,0.0,0.0
VogueVentures,0,248,10,0,0,0.0,0.0
Chic Designs,0,249,14,0,0,0.0,0.0
Trendsetters Co,0,249,14,0,0,0.0,0.0
Chic Designs Ltd,0,249,14,0,0,0.0,0.0
Silver Line Transport,0,37,4,0,0,0.0,0.0
BuildStrong,0,399,3,0,0,0.0,0.0
BuildStrong Construction,0,399,3,0,0,0.0,0.0
AquaMarine,0,366,5,0,0,0.0,0.0
Car Innovators,0,183,4,0,0,0.0,0.0
Aqua Marine Co,0,366,5,0,0,0.0,0.0
MediHealth Group,0,103,11,0,0,0.0,0.0
FoodFresh,0,328,12,0,0,0.0,0.0
FinanceSecure,0,328,12,0,0,0.0,0.0
WealthSecure,0,328,12,0,0,0.0,0.0
PowerGuard,0,328,12,0,0,0.0,0.0
EnergySafe,0,328,12,0,0,0.0,0.0
FinSecure Ltd,0,328,12,0,0,0.0,0.0
MoneySafe,0,328,12,0,0,0.0,0.0
TechnoHub,0,141,3,0,0,0.0,0.0
TechnoHub Inc,0,141,3,0,0,0.0,0.0
Techno Hub,0,141,3,0,0,0.0,0.0
WellCare Services,0,105,4,0,0,0.0,0.0
Dynamic Tech Solutions,0,145,5,0,0,0.0,0.0
TechWave Ventures,0,145,5,0,0,0.0,0.0
MediHealth Services,0,103,11,0,0,0.0,0.0
Wellness Pharma,0,103,11,0,0,0.0,0.0
MediHealth Inc,0,103,11,0,0,0.0,0.0
MediHealth,0,103,11,0,0,0.0,0.0
SafeInvest,0,328,12,0,0,0.0,0.0
Car Tech Solutions,0,20,3,0,0,0.0,0.0
TechnoGadgets,0,136,7,0,0,0.0,0.0
TechBuild Enterprises,0,124,14,0,0,0.0,0.0
Health & Wellness Company,0,9,9,0,0,0.0,0.0
Health & Wellness Inc,0,9,9,0,0,0.0,0.0
Health & Wellness Partners,0,9,9,0,0,0.0,0.0
Health & Wellness Co,0,9,9,0,0,0.0,0.0
Health & Wellness,0,9,9,0,0,0.0,0.0
TechBuild Innov8tions,0,124,14,0,0,0.0,0.0
TechBuild Group,0,124,14,0,0,0.0,0.0
TechBuild,0,124,14,0,0,0.0,0.0
Techno Gadgetz,0,136,7,0,0,0.0,0.0
Innovative Constructs,0,124,14,0,0,0.0,0.0
TechBuild Solutions,0,124,14,0,0,0.0,0.0
TechBuild Associates,0,124,14,0,0,0.0,0.0
TechBuild Solutons,0,124,14,0,0,0.0,0.0
TechnoGadget Corp,0,136,7,0,0,0.0,0.0
TechnoGadgets Inc,0,136,7,0,0,0.0,0.0
TechnoGadget Co,0,136,7,0,0,0.0,0.0
Healthcare Partners,0,103,11,0,0,0.0,0.0
TechWave Partners,0,145,5,0,0,0.0,0.0
Tech Ventures,0,10,22,0,0,0.0,0.0
Pioneer Innovations,0,150,15,0,0,0.0,0.0
Innovative Learning,0,295,8,0,0,0.0,0.0
Constructive Builders,0,295,8,0,0,0.0,0.0
LearnHub Inc,0,293,3,0,0,0.0,0.0
LearnHub,0,293,3,0,0,0.0,0.0
TeachSmart Centers,0,292,3,0,0,0.0,0.0
LearnSmart Schools,0,292,3,0,0,0.0,0.0
NextGen Tech,0,150,15,0,0,0.0,0.0
TravelSmart Agency,0,336,12,0,0,0.0,0.0
Journey Planners Inc,0,336,12,0,0,0.0,0.0
Journey Planners Incorporated,0,336,12,0,0,0.0,0.0
TravelWise Agncy,0,336,12,0,0,0.0,0.0
Wanderlust Journeys,0,336,12,0,0,0.0,0.0
Journey Planners Group,0,336,12,0,0,0.0,0.0
TravelWise Agency,0,336,12,0,0,0.0,0.0
Wanderlust Adventures,0,336,12,0,0,0.0,0.0
Wanderlust,0,337,2,0,0,0.0,0.0
Adventure Supplies,0,337,2,0,0,0.0,0.0
Wellness Hub Inc,0,99,9,0,0,0.0,0.0
Wellness Plus,0,99,9,0,0,0.0,0.0
WellnessPlus Health,0,99,9,0,0,0.0,0.0
Innovative Learning Center,0,295,8,0,0,0.0,0.0
Pioneer Tech,0,150,15,0,0,0.0,0.0
Quantum Ventures,0,150,15,0,0,0.0,0.0
Quantum Enterprises,0,150,15,0,0,0.0,0.0
FutureTech Labs,0,150,15,0,0,0.0,0.0
Quantum Techies,0,150,15,0,0,0.0,0.0
