selections,protected_count
city:Rivertown;delivery_issue:True;product_code:F;service_issue:True,8
period:2024-H1;product_code:F,8
age_range:(40-50];city:Riverbend;quality_issue:True,8
age_range:(20-30];city:Riverside;period:2023-H2;product_code:H,8
city:Seaside;product_code:F;quality_issue:True;service_issue:True,8
age_range:(20-30];period:2021-H2;product_code:B;service_issue:True,8
city:Seaside;period:2020-H1;price_issue:True,8
age_range:(40-50];period:2023-H2;product_code:B;quality_issue:True,8
age_range:(20-30];delivery_issue:True;period:2023-H2;product_code:G,8
age_range:(30-40];delivery_issue:True;price_issue:True;service_issue:True,8
city:Lakeside;delivery_issue:True;product_code:D,8
description_issue:True;period:2022-H2;product_code:F,8
delivery_issue:True;period:2024-H1;quality_issue:True,8
city:Hilltop;delivery_issue:True;product_code:D;service_issue:True,8
city:Meadowville;description_issue:True;product_code:B,8
age_range:(20-30];description_issue:True;product_code:C;quality_issue:True,8
age_range:(20-30];delivery_issue:True;period:2021-H2;product_code:C,8
city:Meadowville;delivery_issue:True;service_issue:True,8
city:Rivertown;price_issue:True;product_code:F;service_issue:True,8
age_range:(20-30];city:Riverside;product_code:G;quality_issue:True,8
city:Seaside;period:2024-H1;product_code:F,8
city:Lakeside;delivery_issue:True;period:2023-H2;product_code:C,8
period:2020-H1;price_issue:True,8
age_range:(40-50];period:2022-H2;product_code:G,8
city:Lakeside;delivery_issue:True;period:2023-H2;quality_issue:True,8
age_range:(20-30];city:Springfield;period:2023-H1;product_code:C,8
period:2020-H1;price_issue:True;product_code:G,8
age_range:(20-30];period:2022-H2;product_code:G,8
city:Seaside;delivery_issue:True;description_issue:True,8
age_range:(50-60];city:Greenfield;description_issue:True,8
age_range:(20-30];city:Brookside;delivery_issue:True;description_issue:True,8
age_range:(50-60];delivery_issue:True;period:2023-H2;price_issue:True,8
city:Lakeside;period:2021-H2;product_code:D,8
city:Riverbend;period:2020-H2;product_code:F,8
age_range:(40-50];city:Riverbend;product_code:F,8
age_range:(50-60];city:Hilltop;description_issue:True,8
age_range:(50-60];period:2023-H2;product_code:C,8
age_range:(30-40];city:Mountainview;delivery_issue:True;description_issue:True,8
city:Springfield;period:2023-H2;product_code:A;quality_issue:True,8
city:Meadowville;description_issue:True;period:2022-H2,8
city:Riverside;period:2024-H1;price_issue:True,8
age_range:(30-40];period:2022-H2;product_code:G,8
age_range:(20-30];city:Mountainview;service_issue:True,8
period:2021-H1;price_issue:True;product_code:B,8
age_range:(50-60];delivery_issue:True;quality_issue:True;service_issue:True,8
city:Hilltop;period:2023-H1;product_code:E,8
age_range:(20-30];city:Springfield;product_code:A;service_issue:True,8
age_range:(30-40];description_issue:True;period:2022-H2;product_code:F,8
city:Riverside;period:2021-H2;product_code:E,8
period:2024-H1;product_code:D;quality_issue:True,8
age_range:(20-30];city:Mountainview;product_code:F,8
city:Seaside;quality_issue:True;service_issue:True,8
age_range:(40-50];description_issue:True;product_code:A,8
city:Hilltown;delivery_issue:True;product_code:D,8
age_range:(30-40];period:2024-H1;product_code:F,8
age_range:(30-40];city:Springfield;delivery_issue:True;period:2023-H1,8
age_range:(30-40];city:Lakeside;product_code:D;quality_issue:True,8
city:Mountainview;description_issue:True;product_code:B,8
city:Riverside;quality_issue:True;service_issue:True,8
delivery_issue:True;description_issue:True;period:2023-H2;price_issue:True,8
age_range:(30-40];period:2021-H2;product_code:A;service_issue:True,8
age_range:(20-30];period:2020-H2;quality_issue:True,8
age_range:(30-40];city:Riverbend;quality_issue:True,8
city:Mountainview;product_code:G,8
age_range:(30-40];city:Hilltop;price_issue:True;product_code:E,8
city:Mountainview;period:2021-H1;price_issue:True,8
description_issue:True;period:2021-H1;quality_issue:True,8
age_range:(30-40];city:Hilltown;product_code:D,8
city:Mountainview;description_issue:True;period:2023-H2;product_code:C,8
city:Lakeside;description_issue:True;period:2023-H2;product_code:A,8
city:Brookside;period:2023-H2;product_code:F,8
city:Rivertown;period:2023-H1;product_code:E,8
age_range:(30-40];description_issue:True;price_issue:True;product_code:E,8
city:Seaside;product_code:G;quality_issue:True,8
age_range:(30-40];delivery_issue:True;period:2020-H1,8
age_range:(30-40];city:Lakeside;period:2022-H2,8
age_range:(50-60];product_code:B;quality_issue:True,8
age_range:(30-40];city:Riverside;period:2023-H2;price_issue:True,8
delivery_issue:True;period:2022-H2;product_code:D;quality_issue:True,8
age_range:(30-40];city:Mountainview;delivery_issue:True;product_code:C,8
age_range:(30-40];city:Mountainview;delivery_issue:True,8
city:Brookside;delivery_issue:True;description_issue:True,8
city:Riverside;period:2024-H1,8
city:Mountainview;product_code:G;service_issue:True,8
age_range:(20-30];city:Lakeside;delivery_issue:True;service_issue:True,8
age_range:(30-40];city:Springfield;period:2023-H1;product_code:G,8
delivery_issue:True;period:2023-H1;product_code:C;service_issue:True,8
city:Hilltop;period:2022-H2;product_code:C,8
city:Seaside;product_code:B;quality_issue:True,8
city:Seaside;period:2024-H1;product_code:E,8
age_range:(30-40];delivery_issue:True;product_code:B;quality_issue:True,8
city:Lakeside;delivery_issue:True;product_code:D;service_issue:True,8
age_range:(20-30];city:Valleyview;period:2022-H2,8
city:Greenfield;period:2022-H2;product_code:A,8
description_issue:True;period:2022-H2;product_code:G,8
city:Riverside;description_issue:True;price_issue:True;product_code:G,8
age_range:(30-40];city:Meadowville;product_code:C,8
age_range:(30-40];price_issue:True;product_code:D;service_issue:True,8
age_range:(20-30];product_code:H;quality_issue:True;service_issue:True,8
delivery_issue:True;period:2020-H2;product_code:G;quality_issue:True,8
age_range:(20-30];city:Springfield;period:2023-H1;service_issue:True,8
city:Mountainview;period:2021-H1;product_code:C;service_issue:True,8
city:Lakeside;period:2023-H2;product_code:A;service_issue:True,8
city:Riverside;product_code:A;quality_issue:True,8
age_range:(20-30];delivery_issue:True;product_code:E;service_issue:True,8
city:Mountainview;period:2023-H2;product_code:C,8
description_issue:True;price_issue:True;product_code:B;quality_issue:True,8
age_range:(20-30];city:Mountainview;product_code:B,8
city:Seaside;product_code:A,8
period:2022-H2;product_code:G;quality_issue:True,8
age_range:(30-40];city:Lakeside;period:2023-H1;product_code:C,8
age_range:(20-30];city:Brookside;delivery_issue:True;price_issue:True,8
city:Seaside;period:2024-H1,8
description_issue:True;period:2022-H1;quality_issue:True,8
age_range:(40-50];description_issue:True;product_code:E;service_issue:True,8
city:Meadowville;description_issue:True;product_code:C,8
city:Mountainview;period:2021-H1;product_code:G,8
age_range:(30-40];period:2021-H1;product_code:G,8
city:Seaside;period:2020-H1;price_issue:True;product_code:H,8
city:Rivertown;delivery_issue:True;period:2023-H1;product_code:B,8
age_range:(30-40];city:Rivertown;product_code:E,8
age_range:(40-50];city:Riverside;period:2023-H2;product_code:H,8
age_range:(20-30];period:2023-H2;product_code:A;quality_issue:True,8
city:Mountainview;period:2021-H2;product_code:B,8
delivery_issue:True;period:2023-H1;product_code:E;service_issue:True,8
age_range:(20-30];city:Greenfield;period:2023-H2;product_code:E,8
city:Valleyview;period:2022-H1;price_issue:True,8
age_range:(30-40];city:Springfield;period:2022-H1;product_code:A,8
age_range:(30-40];city:Meadowville;delivery_issue:True;price_issue:True,8
city:Lakeside;delivery_issue:True;product_code:B;quality_issue:True,8
age_range:(20-30];delivery_issue:True;description_issue:True;period:2023-H2,8
age_range:(30-40];city:Riverside;period:2022-H1;service_issue:True,8
city:Rivertown;delivery_issue:True;price_issue:True;product_code:A,8
age_range:(20-30];period:2023-H2;product_code:E;service_issue:True,8
age_range:(40-50];city:Greenfield;period:2023-H1,8
age_range:(30-40];city:Forestville;delivery_issue:True;quality_issue:True,8
age_range:(20-30];city:Meadowville;period:2022-H2,8
age_range:(20-30];city:Rivertown;product_code:B;service_issue:True,8
city:Valleyview;delivery_issue:True;period:2023-H2,8
city:Brookside;quality_issue:True;service_issue:True,8
city:Mountainview;price_issue:True;product_code:H,8
city:Brookside;price_issue:True;product_code:F,8
age_range:(20-30];city:Valleyview;quality_issue:True,8
age_range:(30-40];city:Meadowville;period:2022-H2,8
age_range:(20-30];city:Rivertown;period:2023-H1;product_code:C,8
city:Lakeside;product_code:G;quality_issue:True,8
city:Seaside;product_code:A;service_issue:True,8
city:Brookside;delivery_issue:True;price_issue:True,8
age_range:(30-40];city:Greenfield;description_issue:True;period:2023-H1,8
age_range:(30-40];city:Hilltop;period:2023-H1,8
age_range:(40-50];city:Mountainview;period:2021-H1,8
age_range:(40-50];delivery_issue:True;period:2023-H1;product_code:E,8
age_range:(40-50];period:2023-H2;product_code:E;service_issue:True,8
city:Rivertown;product_code:E,8
age_range:(30-40];city:Seaside;product_code:F,8
age_range:(20-30];city:Seaside;price_issue:True,8
age_range:(50-60];description_issue:True;period:2021-H2,8
age_range:(30-40];city:Valleyview;description_issue:True,8
city:Springfield;period:2023-H1;price_issue:True;product_code:G,8
city:Brookside;period:2023-H1;quality_issue:True;service_issue:True,8
age_range:(20-30];description_issue:True;period:2023-H1;quality_issue:True,8
city:Springfield;price_issue:True;product_code:G,8
city:Rivertown;period:2023-H1;price_issue:True;service_issue:True,8
age_range:(40-50];city:Riverbend;product_code:A,8
age_range:(50-60];period:2023-H2;quality_issue:True;service_issue:True,8
age_range:(30-40];city:Rivertown;product_code:B;quality_issue:True,8
age_range:(40-50];city:Riverside;period:2023-H2;quality_issue:True,8
city:Mountainview;delivery_issue:True;product_code:G,8
age_range:(30-40];price_issue:True;product_code:B;quality_issue:True,8
period:2021-H2;product_code:A;service_issue:True,8
age_range:(40-50];city:Riverside;delivery_issue:True;product_code:B,8
city:Mountainview;period:2021-H1,8
age_range:(30-40];period:2021-H1;product_code:C,8
city:Lakeside;delivery_issue:True;product_code:F,8
age_range:(50-60];description_issue:True;product_code:E,8
age_range:(30-40];period:2021-H2;product_code:B;service_issue:True,8
city:Hilltop;description_issue:True;quality_issue:True,8
age_range:(40-50];city:Lakeside;price_issue:True;service_issue:True,8
age_range:(30-40];city:Riverside;quality_issue:True;service_issue:True,8
age_range:(20-30];period:2020-H1;price_issue:True,8
city:Brookside;delivery_issue:True;period:2023-H1;price_issue:True,8
city:Meadowville;period:2023-H1;product_code:C,8
city:Greenfield;delivery_issue:True;description_issue:True;period:2023-H2,8
city:Seaside;delivery_issue:True;period:2022-H1,8
delivery_issue:True;period:2021-H2;price_issue:True;product_code:A,8
age_range:(30-40];city:Riverside;period:2022-H1,8
age_range:(20-30];city:Greenfield;quality_issue:True,8
age_range:(20-30];delivery_issue:True;product_code:F;service_issue:True,8
description_issue:True;period:2021-H2;service_issue:True,8
age_range:(30-40];period:2022-H1;product_code:F,8
city:Springfield;description_issue:True;period:2022-H1,8
age_range:(40-50];period:2023-H2;product_code:D;quality_issue:True,8
description_issue:True;price_issue:True;quality_issue:True,8
age_range:(20-30];city:Lakeside;product_code:D;service_issue:True,8
city:Mountainview;period:2021-H1;product_code:C,8
age_range:(30-40];city:Hilltop;description_issue:True;quality_issue:True,8
age_range:(20-30];description_issue:True;price_issue:True;quality_issue:True,8
city:Mountainview;period:2021-H1;service_issue:True,8
city:Meadowland;product_code:H,8
age_range:(30-40];description_issue:True;period:2023-H2;product_code:B,8
city:Seaside;delivery_issue:True;product_code:G;service_issue:True,8
delivery_issue:True;period:2023-H1;product_code:A;quality_issue:True,8
period:2021-H1;price_issue:True;product_code:A,8
delivery_issue:True;period:2023-H2;product_code:D;quality_issue:True,8
age_range:(20-30];period:2023-H2;product_code:H;quality_issue:True,8
delivery_issue:True;period:2021-H2;product_code:D,8
age_range:(50-60];city:Hilltop;description_issue:True;period:2023-H2,8
age_range:(30-40];city:Mountainview;period:2023-H2;product_code:C,8
age_range:(20-30];delivery_issue:True;price_issue:True;product_code:H,8
city:Mountainview;period:2021-H2;service_issue:True,8
age_range:(30-40];delivery_issue:True;description_issue:True;product_code:F,8
city:Greenfield;period:2023-H1;product_code:F;quality_issue:True,8
city:Meadowville;delivery_issue:True;period:2023-H2;price_issue:True,8
age_range:(40-50];city:Lakeside;delivery_issue:True;product_code:C,8
delivery_issue:True;description_issue:True;period:2020-H2,8
age_range:(30-40];period:2021-H2;quality_issue:True,8
age_range:(20-30];description_issue:True;period:2023-H2;product_code:A,8
delivery_issue:True;period:2023-H2;product_code:B;quality_issue:True,8
city:Riverside;delivery_issue:True;period:2023-H1;service_issue:True,8
city:Meadowland;description_issue:True;product_code:H,8
age_range:(30-40];city:Greenfield;delivery_issue:True;description_issue:True,8
city:Mountainview;product_code:E,8
city:Greenfield;description_issue:True;period:2023-H1,8
city:Meadowville;period:2022-H2,8
city:Mountainview;delivery_issue:True;product_code:E,8
age_range:(30-40];city:Riverside;description_issue:True;product_code:G,8
city:Riverside;period:2022-H1,8
city:Lakeside;period:2022-H2;product_code:A,8
city:Hilltown;product_code:C;quality_issue:True,8
city:Rivertown;period:2023-H2;product_code:D,8
age_range:(40-50];city:Riverside;delivery_issue:True;product_code:E,8
city:Mountainview;period:2023-H2;price_issue:True;product_code:H,8
age_range:(40-50];city:Valleyview;description_issue:True,8
age_range:(20-30];city:Brookside;period:2023-H2;product_code:F,8
age_range:(40-50];period:2023-H2;price_issue:True;product_code:C,8
city:Meadowville;delivery_issue:True;price_issue:True,8
age_range:(20-30];city:Riverside;product_code:G,8
city:Forestville;delivery_issue:True;product_code:H,8
description_issue:True;period:2022-H2;product_code:E,8
age_range:(40-50];period:2023-H2;price_issue:True;product_code:G,8
age_range:(30-40];city:Mountainview;delivery_issue:True;period:2023-H1,8
city:Meadowville;product_code:C,8
age_range:(30-40];city:Brookside;quality_issue:True;service_issue:True,8
city:Seaside;period:2022-H2;product_code:A,8
city:Riverside;product_code:F;quality_issue:True,8
city:Riverside;period:2022-H1;service_issue:True,8
city:Hilltop;price_issue:True;product_code:G,8
age_range:(30-40];city:Meadowville;product_code:B,8
age_range:(30-40];city:Hilltop;period:2023-H1;price_issue:True,8
city:Seaside;description_issue:True;period:2023-H1;service_issue:True,8
city:Hilltown;delivery_issue:True;period:2023-H1;product_code:B,8
delivery_issue:True;period:2020-H2;quality_issue:True,8
